customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount,clean_complaints
UH45301,Oregon,Male,College,9438.9156,86946.0,118.0,Personal Auto,Four-Door Car,340.656963,0
RY92647,California,Female,Bachelor,10506.7717,0.0,92.0,Personal Auto,Four-Door Car,546.524896,0
IK12620,Arizona,Female,High School or Below,4213.9186,12160.0,109.0,Personal Auto,Four-Door Car,489.411833,0
GQ66762,California,Male,College,4773.6864000000005,33701.0,63.0,Personal Auto,Four-Door Car,171.325856,0
YT69858,Washington,Female,Bachelor,5441.4201,85702.0,67.0,Personal Auto,Two-Door Car,249.085887,0
XD85577,California,Male,Bachelor,2842.2669,69417.0,73.0,Personal Auto,Four-Door Car,30.874869,1
TM65736,Oregon,Male,Master,3059.5503000000003,38644.0,78.0,Personal Auto,Four-Door Car,361.455219,1
VJ51327,California,Female,High School or Below,20314.9976,63209.0,102.0,Personal Auto,SUV,207.320041,2
GS98873,Arizona,Female,Bachelor,3239.1247,16061.0,88.0,Personal Auto,Four-Door Car,633.6,0
CW49887,California,Female,Master,4626.8011,79487.0,114.0,Special Auto,SUV,547.2,0
MY31220,California,Female,College,8997.0402,54230.0,112.0,Personal Auto,Two-Door Car,537.6,0
